panel	coarse_label	orthogroup_id	species_count	species	median_within_species_rank	mean_rank_score_difference	minimum_rank_score_difference	species_with_multi_gene_family	representative_genes_by_species	coarse_labels_in_panel	low_coarse_specificity_flag
vascular	phloem_lineage	OG0009765	3	Arabidopsis thaliana; Glycine max; Sorghum bicolor	71.0	0.015042937360703945	0.006800325587391853	2	Arabidopsis thaliana: AT1G15270,AT3G16040 | Glycine max: GLYMA_07G005600,GLYMA_08G206000 | Sorghum bicolor: SORBI_3010G237000	1	False
vascular	phloem_lineage	OG0000774	3	Arabidopsis thaliana; Oryza sativa; Sorghum bicolor	92.0	0.01424402960886558	0.007056406699120998	3	Arabidopsis thaliana: AT2G27030,AT2G41110,AT3G56800 | Oryza sativa: Os01g0267900,Os03g0319300,Os07g0687200 | Sorghum bicolor: SORBI_3001G390300,SORBI_3003G125650,SORBI_3009G180000	1	False
vascular	phloem_lineage	OG0004960	3	Catharanthus roseus; Oryza sativa; Sorghum bicolor	96.0	0.016769380619128544	0.010989189147949219	2	Catharanthus roseus: M9H77_36665 | Oryza sativa: Os03g0351500,Os07g0665200 | Sorghum bicolor: SORBI_3001G371900,SORBI_3002G407900	1	False
vascular	xylem_lineage	OG0001353	4	Arabidopsis thaliana; Glycine max; Oryza sativa; Sorghum bicolor	10.0	0.053838455118238926	0.022322509437799454	2	Arabidopsis thaliana: AT2G28755,AT2G28760,AT3G46440 | Glycine max: GLYMA_11G141200,GLYMA_11G141300,GLYMA_12G064600 | Oryza sativa: Os03g0278000 | Sorghum bicolor: SORBI_3001G418100	1	False
vascular	xylem_lineage	OG0004902	4	Arabidopsis thaliana; Glycine max; Oryza sativa; Sorghum bicolor	33.5	0.02554801944643259	0.021231506019830704	1	Arabidopsis thaliana: AT5G17420 | Glycine max: GLYMA_02G205800,GLYMA_04G153700,GLYMA_06G225500 | Oryza sativa: Os09g0422500 | Sorghum bicolor: SORBI_3002G205500	1	False
vascular	xylem_lineage	OG0001788	3	Arabidopsis thaliana; Oryza sativa; Sorghum bicolor	2.0	0.0711658609410127	0.030962806195020676	3	Arabidopsis thaliana: AT1G20850,AT4G35350 | Oryza sativa: Os01g0971400,Os05g0108600 | Sorghum bicolor: SORBI_3003G443200,SORBI_3009G008800	1	False
vascular	xylem_lineage	OG0000074	3	Arabidopsis thaliana; Oryza sativa; Sorghum bicolor	10.0	0.03754850725332896	0.01595928519964218	3	Arabidopsis thaliana: AT1G22900,AT1G55210,AT1G58170 | Oryza sativa: Os01g0601651,Os11g0178800,Os11g0179000 | Sorghum bicolor: SORBI_3002G119900,SORBI_3005G061200,SORBI_3005G061700	1	False
vascular	xylem_lineage	OG0000478	3	Arabidopsis thaliana; Glycine max; Oryza sativa	14.0	0.04117667023092508	0.008460192941129208	3	Arabidopsis thaliana: AT5G03170,AT5G60490 | Glycine max: GLYMA_03G179900,GLYMA_03G180000,GLYMA_19G180700 | Oryza sativa: Os01g0159200,Os01g0668100,Os05g0163300	1	False
vascular	xylem_lineage	OG0001283	3	Glycine max; Oryza sativa; Sorghum bicolor	19.0	0.03336286048094431	0.02077774703502655	3	Glycine max: GLYMA_05G090100,GLYMA_13G028400,GLYMA_16G038300 | Oryza sativa: Os12g0623900,Os12g0624000 | Sorghum bicolor: SORBI_3001G148900,SORBI_3008G178800	1	False
vascular	xylem_lineage	OG0007306	3	Arabidopsis thaliana; Glycine max; Oryza sativa	28.0	0.028616735090812046	0.022120308130979538	1	Arabidopsis thaliana: AT4G18780 | Glycine max: GLYMA_04G063800,GLYMA_06G065000 | Oryza sativa: Os01g0750300	1	False
vascular	xylem_lineage	OG0007305	3	Arabidopsis thaliana; Glycine max; Oryza sativa	29.0	0.029408462345600128	0.024464309215545654	1	Arabidopsis thaliana: AT5G44030 | Glycine max: GLYMA_08G088400,GLYMA_09G051100 | Oryza sativa: Os10g0467800	1	False
vascular	xylem_lineage	OG0000555	3	Arabidopsis thaliana; Glycine max; Oryza sativa	38.0	0.029530224855989218	0.007111071143299341	3	Arabidopsis thaliana: AT1G26570,AT3G29360,AT5G15490 | Glycine max: GLYMA_01G057100,GLYMA_02G115400,GLYMA_08G243000 | Oryza sativa: Os03g0425600,Os03g0604200,Os03g0757900	1	False
vascular	xylem_lineage	OG0003643	3	Arabidopsis thaliana; Glycine max; Oryza sativa	38.0	0.015489539752403894	0.0080157071352005	3	Arabidopsis thaliana: AT1G05850,AT3G16920 | Glycine max: GLYMA_08G259200,GLYMA_09G038500,GLYMA_15G143600 | Oryza sativa: Os08g0522500,Os09g0494200	1	False
vascular	xylem_lineage	OG0001199	3	Arabidopsis thaliana; Glycine max; Oryza sativa	39.0	0.021099084988236427	0.014511225745081902	3	Arabidopsis thaliana: AT1G52910,AT1G61065,AT3G15480 | Glycine max: GLYMA_07G193800,GLYMA_12G222000,GLYMA_13G182800 | Oryza sativa: Os04g0678200,Os07g0462200	1	False
vascular	xylem_lineage	OG0000448	3	Arabidopsis thaliana; Oryza sativa; Sorghum bicolor	44.0	0.024601913367708523	0.021714750677347183	3	Arabidopsis thaliana: AT2G27740,AT2G36355,AT2G36410 | Oryza sativa: Os02g0528100,Os04g0408600 | Sorghum bicolor: SORBI_3004G163600,SORBI_3006G066500	1	False
vascular	xylem_lineage	OG0004127	3	Glycine max; Oryza sativa; Sorghum bicolor	45.0	0.038604505049685635	0.009019541554152966	3	Glycine max: GLYMA_01G197500,GLYMA_04G088500,GLYMA_06G090500 | Oryza sativa: Os03g0726100,Os11g0247300 | Sorghum bicolor: SORBI_3001G107100,SORBI_3001G107200	1	False
vascular	xylem_lineage	OG0000891	3	Arabidopsis thaliana; Glycine max; Oryza sativa	47.0	0.0176580340291063	0.009268002584576607	3	Arabidopsis thaliana: AT1G75280,AT1G75290,AT1G75300 | Glycine max: GLYMA_04G012300,GLYMA_06G030900 | Oryza sativa: Os01g0106300,Os01g0106400,Os06g0472200	1	False
vascular	xylem_lineage	OG0003896	3	Glycine max; Oryza sativa; Sorghum bicolor	50.0	0.028813081172605354	0.011666706763207912	1	Glycine max: GLYMA_05G152000,GLYMA_08G108800,GLYMA_11G254700 | Oryza sativa: Os11g0455500 | Sorghum bicolor: SORBI_3005G112800	1	False
vascular	xylem_lineage	OG0006020	3	Arabidopsis thaliana; Glycine max; Oryza sativa	53.0	0.015737059526145458	0.010123652406036854	2	Arabidopsis thaliana: AT3G53620 | Glycine max: GLYMA_10G044700,GLYMA_13G132400 | Oryza sativa: Os01g0974800,Os05g0114000	1	False
vascular	xylem_lineage	OG0000208	3	Arabidopsis thaliana; Glycine max; Oryza sativa	60.0	0.01169151191910108	0.008309576660394669	3	Arabidopsis thaliana: AT2G29130,AT5G60020 | Glycine max: GLYMA_07G133900,GLYMA_07G134100,GLYMA_08G353500 | Oryza sativa: Os01g0842400,Os01g0842500,Os03g0273200	1	False
vascular	xylem_lineage	OG0000266	3	Glycine max; Oryza sativa; Sorghum bicolor	60.0	0.036959256045520306	0.009886984713375568	3	Glycine max: GLYMA_03G184000,GLYMA_03G223000,GLYMA_07G233800 | Oryza sativa: Os01g0293000,Os01g0323600,Os05g0135700 | Sorghum bicolor: SORBI_3003G140000,SORBI_3003G151600,SORBI_3009G033600	1	False
